Answer,Question,Id_Number
" Thank you for writing. The first thing to do is to get a complete medical checkup. Sometimes the emotional ups and downs that you are reporting have a physical cause. Make sure you check it out before you decide that this is all in your head and start worrying about a mental health diagnosis.Having said that, I do have another idea. Sometimes our inner self is wiser than we give it credit for. It just may be that your emotionality is a way you are telling yourself that you are simply not interested in college at this time. I want you to know you’re not alone in this. Many recent high school grads have no idea what they want to study or why they are headed to college. Everyone they knew just kind of assumed that of course they were going and they went with what felt like an inevitability. Often these are the kids who drop out. If they do complete the four years, they often aren’t happy with the major or the career they ended up with.I think you should take a step off the conveyor belt that is taking you to college and really think about what you want to do. It’s not a crime to go your own way. It’s only wise to take time out to figure yourself out. There are progams called “Gap Year” that are intended for teens just like you. Search the web and you’ll see all kinds of interesting ways to make a contribution in the world and to expand your own horizons. I wrote a couple of articles for Psych Central that address this issue because I was getting many letters like yours. Click the links to take a look.Are You Ready for College? Alternatives for the Unsure Ready or Not: Immature but Headed to CollegeYou are your own person. You are not your sister. You are not your cousin. Taking more time before choosing a path toward your future is only smart. College costs a great deal of money and time. You want to be sure that it is necessary and that you are motivated to do the work before you pack your bags to go.I wish you well. ", I dont know if I have a problem or not but I want to make sure. I get angry easily and snap at my sister or mom a lot. And I always end up feeling guilty. I can’t control myself sometimes. Several times I’ve punched walls and messed up my hand or put a whole in the wall. I usually do this when I’m alone. I never seem to be in control with my emotions. I always end up crying at night and fall asleep like that. I always thought it was around my period but frequently it’s all the time.,3885
" It makes sense that you do not want to be in the presence of your parents. As you said, their fighting makes you feel uncomfortable. Most people would feel the way you do. No one wants to be in the presence of continuous arguing. It’s very unpleasant.What is less clear is why you feel as though your parents don’t love you. Are you blaming yourself for their fights? Perhaps you believe that if they loved you, they would not fight. Try not to take their arguing personally. In all likelihood, it has more to do with their dissatisfaction with each another than to do with their love for you.I would encourage you to tell your parents how you feel. It is important to be honest and to voice your opinion. Their continuous arguments are negatively affecting your life and they need to be made aware of this fact. They likely are unaware of how their behavior is affecting you. If you have difficulty speaking to them in person about these issues, then consider writing them a letter. Sometimes people feel more comfortable writing about their feelings than they do stating them in person.You might also benefit from returning to therapy, at least for a few sessions. It seems as though you could use the support of a therapist at this time. The therapist could also provide guidance with regard to how to approach your parents, how to better understand this situation and how to adjust your feelings accordingly. Please take care.","I’ve had depression since I was very young but was officially diagnosed when I was 16. For as long as I can remember my parents have always fought with one another about every subject imaginable. For example, what to eat for dinner; my grades; my weight; money; or even the cleanliness of the carpet. Their fighting makes me want to crawl in a hole and never come out.",3886
" It is difficult for a layperson to judge the danger of another individual or situation. Your neighbor may be dangerous or he may not be. It is important to correctly determine the level of danger so that you may protect yourself and your family.The world is a dangerous place and there is no way to eliminate the danger. People are shot randomly while getting gas, walking down the street, in their homes, and even in their places of worship. No one would’ve thought that attending a public meeting with their Congresswoman in a shopping center or going to the movies to watch a Batman film were dangerous activities, but they were. Situations that appear not to be dangerous sometimes are. That is the world we live in.Research shows that individuals with schizophrenia generally do not pose a danger to others except in rare cases and when certain conditions are present, despite the general public believing otherwise. Individuals with schizophrenia are much more likely to do harm to themselves or to be victims of violence than they are to be perpetrators of violence.Your psychotic next-door neighbor may be no more dangerous than another neighbor who is not psychotic but who takes a particular combination of drugs and then engages in horrific violence. Likewise, your psychotic next-door neighbor may be no more dangerous than an individual who recently lost his job, is angry, suicidal, and wants to seek revenge on his employer and coworkers.If you believe that your neighbor is a danger to your family, then precautions must be taken to keep your children away from him. If that is not enough and this problem continues to concern you, then even if it means a great financial loss, you must move to a safer neighborhood. Those are ultimately your only options. Please take care.","We live next door to a formally-diagnosed paranoid Schizophrenic who refuses to take his medication. He is in his early 40’s and lives with his mother. He has been unwilling/unable to get a job and spends his time manicuring the yard (7 days a week). Year by year, we’ve watched his paranoia slowly overtake him with “episodes” (involving the police) increasing in frequency. With each passing year, he has withdrawn into his parent’s house more and more, also making his mother a virtual prisoner in the process. On the rare occasion when his mom can speak to anyone (usually brief chats when she gets the mail) the comments don’t deviate from “he’s getting worse”. He has a variety of guns and, per his mom, now thinks that everyone “wants to do him harm.” While I’m primarily concerned with my family’s safety, the neighbors on the other side their house also have small children. It is only a matter of time before he finally snaps. What can we really do other than move away? We really aren’t in a position to do that and it doesn’t really address the problem – certainly for anyone else in the neighborhood.",3887
" From what you wrote, it is indeed likely that you are suffering from OCD. The adults in your life may not understand how OCD works. It’s not a matter of just stopping yourself from doing the compulsions. You can’t. Doing them is what gives you relief from the thoughts. Those thoughts can be all-consuming.School personnel sometimes don’t realize that the thoughts are so powerful they interfere with a student’s ability to concentrate and to do well. I imagine it’s hard to focus on a math lesson when all you can think about is whether you left the stove on at home, for example. Kids like you often start failing in school, not because they aren’t smart but because their thoughts are so dominated by their worries. Often they become isolated because their friends can’t understand what the big deal is.Please take your letter and this response to your school counselor. Ask for help finding a therapist who is experienced with OCD. The good news is that it is treatable. There are medications that can bring the intensity of the thoughts down a few notches. There are things you can learn to do to manage the thoughts so they don’t interfere with your life so much. Many kids “outgrow” many elements of the OCD as their brain matures in their late teens and early 20s.I wish you well. ",Hi. I’m 15 and feel like I must have OCD. I have too many symptoms and I’m way too different than other teenagers. I have gone to websites and school counselors for help and they never get back to me. Its like they just don’t want to help me. My mom just thinks I’m a perfectionist. But she doesn’t understand the thoughts that go through my head. No one does.,3888
" I admire the strength and self-reflection you have. You are a very resilient young woman. No one deserves to be abused the way you had been and I am sorry an adult betrayed you. There are terms that describe what you are feeling, but rather than use labels let me just say that your feelings make sense to me. Four years is a long time, and however many years is an even longer time to keep a secret. It is time to talk to someone about all this. Writing us here was an excellent first step. Now I would find someone to talk to about this. The find help tab at the top of the page should have some contacts in your country. Alternately you may want to talk to your physician. He or she should be able to point you in the direction of a competent mental health professional.Wishing you patience and peace, ","As a child I was sexually abused for 4 years. No one knows. The only reason it stopped was because he died. Whilst that ended by the time I was 11 I still think about it and get upset. Lately however some feelings have developed that scare me. My family is very traditional. We all sit and have dinner in silence, father is the head of the household, and I am expected to be a sort of stepford daughter. I get straight A’s, don’t date boys (mostly because I am rarely allowed out of the house), hold a part time job, don’t drink, smoke or do drugs and I don’t so much as ask them to drive me places or give me money. I don’t treat them with disrespect but I constantly feel as if they believe I am a bad daughter. I think they are disappointed no matter how much I try and they don’t understand anything about me.",3889
" Though I cannot provide a diagnosis based upon limited information, bipolar disorder and schizophrenia seem unlikely. You have described your husband as being paranoid, accusatory and easily angered. It’s difficult to explain his behavior. If I interviewed you in person, I would want to know the following information:If his behavior represents a complete change in personality, then it is possible that he is using drugs or alcohol or it may be a sign of a neurological problem.If he has always exhibited this type of behavior but just not as severe, then substance abuse might be to blame.Generally speaking, without more information, it’s difficult to know what may be wrong. He should be evaluated by a medical and a mental health professional. Short of being evaluated by trained professionals, it will likely be difficult to identify what is wrong.If he is unwilling to have an evaluation or to change his behavior, then you may want to consider temporarily moving. You should also see a therapist. A therapist could gather many more details about your relationship and his behavior and provide the necessary guidance in this situation. You did not mention whether your husband was a physical threat but given his irrational behavior, and the fact that he is easily angered, it is a concern. If you believe that he is a danger to you, then call the authorities immediately. In the meantime, see a therapist who can guide you through this difficult situation. Please take care.","I fear my husband’s paranoia and anger is getting worse. I use to joke about my husband being “paranoid” and always “assuming” the worst. I thought he did it jokingly but it’s getting worse. If I’ve cooked a meal and it doesn’t come out right he will tell me that I knew it was gonna come out that way and that’s why I cooked it so I could waste the food he bought with his hard earned money. I make jokes because I know that is clearly not my intention but now I’m starting to think that he really does believe that in his head. We were at the grocery store one day and everything was normal but I walked into a guy by accident and he flipped! He told me that I knew the guy was behind me and I did it on purpose so I could get a feel. I was so angry I waited in the car for him to finish shopping. He came out and asked me why I was waiting in the car, like he totally forgot what happened. When my anger lasted until we got home he was totally clueless as to why. My cell phone was off due to non payment once and I was out of the house for a while, running errrands. When I got home he said I knew he was trying to call me. I told him my phone had been off for a week but he still insisted that I knew he was trying to call. I am starting to think that these accusations and delusions are something he really believes. He flips over the simplest things out of nowhere it seems. In the morning not even 10 minutes go by from the time he wakes up that he hasn’t gotten angry over something. He can get up and kiss me on the forehead and then ask me if I’m off work today. Then if I say yes, he’ll say that I didn’t tell him the night before because I was planning to meet up with a man, and storm out the room, leaving me angry and confused. Having me work from home seems like a dream come true to him because much of his delusional thoughts about me can be kept at bay since I’m not in the public. However, when he comes home from work he is always telling me that I had someone over while he was gone. We purchased a window air conditioner the other day and while he was taking it out of the car I went ahead and unlocked the door to the house but kept the door cracked open a little so I wouldn’t let the flies in. He yelled at the top of his lungs and to this day insists that I closed the door all the way knowing he was carrying in such a heavy object as that one. He can yell at me in one breath and in the next breath want to take me somewhere and get mad at me because I don’t want to do anything but stay away from him. I want him to see a doctor because I sense symptoms of bipolar or schizophrenia but I know this is something he will not do without a push. What can I do?",3890
" The answer to your question is complicated. Women who are in abusive relationships take an average of seven attempts before they actually leave for good! Why? Lots of mostly bad reasons. I wrote an article for PsychCentral some time ago that outlines the most common ones. Go to this link for a fuller explanation than I can give you here.In your case (and in the case of other women with children), I hope you will think of your son first. He doesn’t deserve to live in an atmosphere of barely controlled hostility. He shouldn’t be learning that an abusive relationship is normal. Make no mistake: That is what he is learning. Kids are all input at his age. He is taking in the choices you are making now and developing a map for how life should be.Yes, making a relationship with this boyfriend was a mistake. But a bigger mistake is to keep on doing it. Please find the women’s center near you for some support and advice – especially during those first few weeks. You are not alone in your struggle to free yourself emotionally from someone you once loved. Women’s Resource Centers and therapists are expert in helping women like you both let go and move on.I wish you well. ","OMG I am so confused and so frustrated by my confusion. If I am leaving my boyfriend and I know for sure that I am, then why do I care where he goes, who he’s with, what he does or who he does? It doesn’t make any sense to me! I don’t love him, never have, never will. And now I am to the point where I really don’t even like him. The entire time we were dating, he treated me poorly (disrespected me, took me for granted, called me names, blamed me for nearly all the problems etc.). I never could see a future with him and thought about leaving him at least once a day for the past year and a half. I was never happy in our relationship since it was always physical. We never talk about things, like I really don’t know that much about him. So I really do feel used. He wasn’t helping me with our son until recently, instead of taking me out on an actual date once a week he chooses to go out with his friends three times a week, instead of buying things that we still need for the apt or for his son, he buys himself toys…I could go on and on and on about all the things that he does that anger me, but there is really no need for that.",3891
" I agree that your husband is giving you reason to worry. Whether or not he is having an affair, he is withdrawing from you and the family. It sounds to me as if he’s trying to cope with all the problems you listed by running away. What he doesn’t yet understand is that no matter how much we try to distance ourselves from our problems, we still carry them wherever we go. He may get momentary relief from pumping iron or crying on someone else’s shoulder, but neither tactic is going to rebuild your finances, take care of your son, or rekindle your marriage.I urge you to consider some couples counseling. The two of you need to learn (or perhaps re-learn) how to work together. The problems happened to both of you, not just your husband. Yet for some reason, he can’t look to you for comfort and support and you are feeling abandoned. Working with a counselor can help you two get back to being a team. If your husband won’t go, go yourself. You deserve some support and guidance. Your husband may eventually join you when he sees you making some positive changes.You have suffered major setbacks. At 50 years old, this can feel particularly devastating. But you are 50, not 70. There is time to recoup at least some of your financial losses so that you can eventually retire. There is time to repair relationships.I wish you well. ","My husband and I have been married for 25 years. The last two years we have gone through bankruptcy, a short sale, our autistic son becoming physically violent with us, and losing most of our retirement savings in the stock market. For the last 8 months my husband has becoming increasingly distant. He works out twice a day coming home after midnight every night and usually I am asleep so I don’t see him. He doesn’t call me during the day anymore. He gets up very early to go to the gym so I don’t see him in the morning either. We are not intimate. He recently put a pass code on his phone and when I recently asked to use it to retrieve a phone number he told me that he deletes all calls from his call log so that I couldn’t use it. I am afraid he is having an affair, but cannot find any concrete proof. I feel like I am losing my mind at times with worry.",3892
" I have more than two minutes. You deserve more. The problems you are describing come with a struggle that builds resilience. The fact that you have been coping with all of this for such a period of time is a testimony to your deep strength and desire for well-being. So let’s get someone to help you with all of this. Go back to the physician. You are older now and you can have a more frank discussion. Getting your mother involved may not be the worst thing in the world. Sometimes helping others is the best thing we can do for ourselves. Your mom might deeply appreciate the opportunity to help you. Give the physician and your mom a chance to do something to help. As I said in the beginning—you are worth it.Not everything gets better overnight, but things can get better with the right people to support us. The first thing is to help you feel safe and to help you stop hurting yourself. You need to be on the same team as your helpers.Wishing you patience and peace, ","I don’t know what’s wrong with me, from the age or 12 I have been unhappy, I was bullied as a child and have had weight issues all my life. But I don’t blame that, I just don’t know what’s wrong with me! I have had suicidal thoughts since I was 13, I have attempted a few times and self harmed since I was 13. I have mood swings where one minute I’m happy and the next I just don’t feel like living, the unhappy moods are so much more frequent. I have been in a relationship for the past 3 years and 7 months. I love him more than anything, when we were dirt together I was so happy! But in the past year and a half I’ve been just so unhappy. My boyfriend means well and I know he loves me, but I’m always worried and anxious he’s going to leave me. I don’t know how to explain really in so many little words. Basically I always feel unhappy I could say depressed, coz I have suicidal thoughts, self-harming is the only way I feel like I can release my anger. I have tried stopping for my boyfriend but I’ve had a few hiccups, I know he hates it. I’m always anxious about everything, my family, boyfriend. Mainly friends and boyfriend. I just need help because I feel like I’m falling apart. I don’t have anything to be unhappy about, really. I don’t know if I need professional help. I’ve tried speaking to a doctor befOre but she wanted to tell my parents and I was only 15 at the time and I didn’t want to put more pain on them than I already had, ( my mum is disabled and she will live past age 60) and I love my parents more than anything. Im having a crap time with my boyforend ATM but I can’t seem to let him go even though he doesn’t treat me how I want to be treated. Please can you help me. I don’t want to seem like a whinny teenager because I know there are people out there with so much worse problems than mine, Im probably wasting your time, just if you have 2 mins to spear, please help me.",3893
" Guilt is one of the worst reasons I can think of for staying in a relationship. Trust your instincts. Your concerns are not unreasonable. They are coming from somewhere. If your boyfriend hasn’t been willing or able to insist that his son treat you with courtesy, it’s a red flag. If you really want a traditional love, it’s likely that you will resent not having it.Yes, it’s hard to let go of a love relationship. I’m sure there are very sweet sides to this man or you wouldn’t be involved. But it is also true that you fell in love with him when you were only 21. You are now a year older and wiser. Now that you are past that intoxicating period of new romance, you may quite reasonably be rethinking the situation and whether it’s really for you over the long run.I wish you well. ","My much older boyfriend is going through a messy divorce. He wants to be with me, but has a troubled son my age. I met my 45 year old boyfriend about a year ago. We weren’t thinking and I ended up in a situation where I was his VERY young (21) mistress. He’s the love of my life, but he already has children – something I’ve wanted of my own. They are sons roughly my age, and one is VERY rude and troubled. I was scared that he wouldn’t want to have children with me in the future, so I left. Later that week he finally separated from his wife, like he kept saying he would.",3894
" Many people have reported a similar experience after engaging in drug use and subsequently being unable to return to their “normal” emotional state. Individuals can be negatively affected by drug use, even after just one use. That is the primary reason why the use of illicit substances is dangerous.What may be happening to you is that this incident could have triggered the beginning stages of an anxiety disorder. Individuals with obsessive-compulsive disorder (OCD), for instance, can become intensely focused on their thoughts and in some cases, may continually worry that something is wrong. That is the essential nature of OCD. Because of the difficulty you have expressed with regard to your negative thoughts, I would suggest seeing a mental health professional.Seeing a mental health professional is advantageous for several reasons, including being able to have an objective evaluation about whether you are developing an anxiety disorder. Another reason that it would be in your best interest to see a mental health professional is because he or she could teach you how to properly handle your negative thoughts. It is important to gain the skills necessary for managing your symptoms to help prevent the development of an anxiety disorder. Click the find help tab at the top of this page to locate a mental health professional in your community. Please take care.","In college about 5 months ago, I tried smoking marijuana and had a bad experience. When I woke up the next morning, and for the next few days, I felt very odd and just didn’t feel like myself. I was also getting randomly anxious and I started to become seriously worried that something was wrong with me. Ever since then, it seems that I haven’t been completely free of this anxiety that something is wrong with me from that one time I tried smoking weed. I always am worried that I get anxious like I did that one time I smoked, and experience those same feelings. I also monitor my thoughts and emotions, and whenever I have a negative thought (such as me doing something stupid or losing control of what I do), I start thinking that something is wrong with me. Sometimes this takes away from my happiness and I just dwell on the fact that I just had a scary thought. I’m not sure exactly how to attack this issue, and I haven’t really told many people because I know it’s stupid and all inside my head. I just try so hard to get my thoughts back to the way they used to be and this probably makes me obsess about my own mind. Any advice on what I should do? Thanks so much!",3895
" He may be loving but he isn’t reasonable — at least when he feels in any way caught being less than wonderful. Something in his history probably makes this make sense but knowing that won’t help you in the moment. It also doesn’t help him to be so easily triggered whenever someone points out that he has done something wrong or less than admirable. This will undoubtedly get in his way professionally as well as personally. So – no. You shouldn’t walk around on eggshells in order to avoid setting him off. For one thing, you’ll never be good enough at it. Avoiding the pattern isn’t healthy for you or, for that matter, for him.Since your marriage is so strong in other respects, I suggest you ask him to join you in couples therapy to get to the bottom of this pattern. Sometimes the best time to go into counseling is when things are mostly okay. It gives you a foundation of strength to work from while confronting a difficult aspect of your relationship. Do be sure to tell him that you only want to improve what is already strong. My guess is his first reaction will be more of the same — defensiveness and shifting of blame. But once he simmers down, he may see the sense in it.Resolving this is important for the sake of your relationship and for the sake of providing a positive role model for your children.I wish you well. ",I have a wonderful husband who I know loves me and is fully committed to me and our new son. We work pretty well together 95% of the time. I know relationships take constant work and there will be conflicts. I’m hoping to find a way to work through our recurring conflict better.,3896
" Let me see if I understand this: You are married to a man who works hard. He adores and respects you. You get along fine. It is neither to your credit or to his blame that we live in a culture that often doesn’t respect people who work with their hands as much as those who work with their head. Right? So, at 31 years old, why are you so reactive to your parents’ opinion? Yes, it’s a shame that they are so shallow. I agree. But there is really no point in trying to reason with people who are unreasonable.I’m concerned that in your efforts to make peace or by your silence, you have inadvertently given your parents the idea that there is something to argue about. There isn’t. Stand by your man. He – and your marriage – are worth it. Tell your parents in no uncertain terms to get over it. You love him. He loves you. It’s too bad they can’t be happy for you but oh well.Then stay out of debates, discussions, and arguments. If they bring it up again, just remind them that it’s their issue, not yours, and change the subject.Then enjoy having a marriage that so many people in the world wish they could find.I wish you well. ","I have a master’s degree in education and I make a decent earning as a teacher. I met my husband 9 years ago- married 4 yrs ago. He is 17 years older than me and he didn’t even finished high school. He is just a hard working man, who has a general labor job. He is a great, decent man. He treats me with love and respect; and we get along really well. Honestly we have an excellent marriage and “education or money” has never been an issue between us. The HUGE problem is with my parents, who practically hate him. Although my parents “pretend” in front of him (I mean, they have been nice to him) only I know how much resentment they have towards my husband. My parents have made it very clear to me that they don’t like him at all. Lately my mother is driving me crazy telling me how stupid I am, that I should get a divorce, that he is “enjoying me”, that the man of the house should be the provider- not me; etc. It hurts me so bad. I have never replied anything to my mother. But since my mom’s comments have been so frequent lately this is killing me. To make it worse my husband thinks my parents like him. Please help me, I don’t know what to do; I feel so sad right now.",3897
" The short answer to your question is “no.” There isn’t a way to find the man you love under the deceit because the man you think you love is a fantasy. This man is a user.The larger question for me is this: Why on earth did you stay with a guy who doesn’t man up to his responsibilities to his child, who consistently lies to you, who didn’t contribute to rent, who somehow didn’t have money even though he works, and who isn’t willing to deal with his alcoholism? What you see is what you get. The way he treats his ex and his child is the way he’ll treat you and any children you have with him. The way your relationship has gone is the way it will keep going.Please ask yourself why you don’t think you deserve better. It’s long past time you ditched this guy and found someone who is your peer.I wish you well. "," Ok so my boyfriend and I have been dating for over a year. When we met it was love at first sight (as cheesy as it sounds) and I knew I wanted to be with a man like him in the future. We met 3 days before I was going home across the country. I had been in another state for my junior year of college and we met the beginning of that summer. He didn’t go to college. We spent 3 great days together and before I left he asked me to be his girlfriend. I initially agreed, but then he told me he had something that I might be uncomfortable with, he had a baby with his ex girlfriend. I told him I couldn’t date someone with a kid, but agreed to remain friends. I learned the baby was born 2 months before we met, and he wanted a paternity test because she had been cheating with multiple guys. It ended up being his.",3898
" According to the Drug Enforcement Agency (DEA), K2 or “spice” has the same psychoactive properties as marijuana, which is categorized as a hallucinogenic drug. Psychological effects of “spice” include paranoia, panic attacks and giddiness. Some users report extreme anxiety and hallucinations. Physiologically, those who ingest spice may experience an increased heart rate and an increase in blood pressure. It can also reduce blood flow to the heart and heart attacks have been reported in a few cases. The long-term effects on the body are unknown.It is important to understand that illicit drug use is never “appropriate.” Many people have negative experiences with drugs. A common experience after using drugs is the development of frightening psychological side effects. The user worries that the drugs have caused permanent damage and they wonder if they will ever return to their pre-drug use, psychological state. In some cases, they don’t and the damage is permanent. Simply put, drugs are dangerous.I cannot determine if something is “wrong.” If you continue to experience concerning symptoms, then you should be evaluated by a physician or a mental health professional. The health care professional with whom you would meet cannot “turn you in” for having used “spice” in the past. Many states have banned “spice” and have made it a misdemeanor to buy, sell or possess the drug.Finally, learn a lesson from this experience. The lesson to be learned is that drug use is dangerous and it has the potential to permanently alter your psychological state of being and psychological health. There is no safe drug use. Many people who use drugs are permanently damaged. That may sound dramatic but it is the truth. Please take care.","Around a month and a half ago, my friend introduced to a new drug i hadn’t experimented with called spice. We went outside for a smoke and i treated the substance like marijuana. With it being “synthetic marijuana” i assumed that would be appropriate. Easy to say i overdosed. 5-10 minutes after we smoked my legs began to get numb. I was freaking out. The numbness continued to move upward and eventually i became limp(fainted). All i remember was thinking i was going to die. The worst expirence of my life.i kept telling myself breath you will live. I woke up feeling dizzy and light-headed. Those symptoms went away but now all i think about is somethjng being wrong. I feel like my vision is messed up, way to hard to describe. Sometimes only my eyes zone out where i can still do task but my eyes are focused on one thing. It hasnt impaired my memory and at times i believe my memory to have increase. I have relatively small panic attacks with a few larger ones mainly occuring when im bored, alone, or getting ready for bed. Am i ok? Is this some stress related issue? Am i tricking myself into thinking something is wrong? I look up a few symptoms to make me feel better and it only makes me think i had a stroke, seizure, brain trauma, etc. i find myself wondering if i will ever be normal again. I’m scared that i will go insane or disconnect myself from society or something crazy like that. Please help.",3899
" I am not certain of your exact question so I can only provide general advice. The problem area that you identified involves relationships. You believe that you are to blame for the demise of your relationships. That may or may not be true.The fact that when a friend “makes a mistake, you get rid of them” would be problematic in virtually any relationship, romantic or otherwise. There are some mistakes that are unforgivable and would likely warrant the ending of a relationship. For instance, a new friend physically harming you would understandably warrant the ending of a relationship.Without knowing what mistakes your friends made, it’s difficult to determine if you were correct to end the friendship. Everyone makes mistakes. Many mistakes are forgivable but there are exceptions.Generally speaking, if you continue to end relationships after a friend makes a minor mistake, then you will be unable to establish long-term relationships. This is a problem because it is human nature to desire relationships. In the absence of meaningful relationships, you will likely be unhappy.My recommendation is to meet with a therapist who could thoroughly evaluate your behavior in relationships. A therapist can also objectively assess how and if you are contributing to your relationship problems. The positive aspect of therapy is that you can be retrained to think differently and to act differently toward others. In other words, therapy affords you the opportunity to learn new skills and behaviors that will improve the quality of your relationships and thus your life.Finally, you stated that you “can’t forgive yourself for the mistakes” you have made. As mentioned above, everyone make mistakes. Many of the mistakes people make stem from essentially not knowing alternative and more appropriate ways to behave. Acknowledge your mistakes, determine what led to your mistakes and make a concerted effort not to repeat them. That would be a much healthier, action-oriented approach to problem-solving than your current approach, which involves self-blame. A therapist could assist you in developing these problem solving skills. I hope that you will consider therapy. Please take care.","I’m feeling very lonely, I don’t have any friends. When I do get friends, if they make one mistake I get rid of them and always find faults. My past 2 relationships I messed up, the 1st one was for 3 years, and during that time I was living with my dad,he lost his job for over a year and we had no money and became very reliant on him he broke up with me when I needed him most. After we broke up I met someone else, whom I love a lot but because I still dwelled on my old relationship we broke up too.my parents split up when I was 16,I’m the youngest,I have 2 older brothers. My mum has never been the same, and she drinks a lot and is very lonely.I can’t forgive myself for mistakes I’ve made,all my family live abroad in different countries except my mum,I live alone.I moved around a lot since I was 9..and never kept friends,and now I find myself all alone.I find it hard to tell my family.",3900
" It is hard to know for sure but at 13 years old you may be going through some physical changes that can affect you in ways that can throw off your emotions. I think asking your parents to get a medical exam would be the first, smartest thing to do. I would let the physician know about any changes you have gone through physically, nutritionally and socially since all of this began. What this will do is help the physician determine if this is something medical or psychological in origin. This will be a good place to start.Wishing you patience and peace, ","I honestly have no idea. One minute, I’m alright, maybe happy, most of the time just okay. Then, someone may say something, and it either makes me angry and/or I just burst into tears uncontrollably. My parents have been telling me that I need to be “happier” and quit being so miserable, and I try. I can tell you that. I try a lot. I just–I don’t know. When someone sets me off, I just can’t control the crying spell that captivates me most of the time. It is inevitable. I can’t keep it from happening, nor can I control it very often. When I am crying though, and I try to make it stop; I wipe the tears from my eyes. The thing is, I start thinking of other things…different things completely off topic of the subject matter. And then I’m crying even more. My parents try to ask me what’s wrong, they try to help…they say that I can always talk to them about anything. But sometimes, I feel that some things I can’t talk to them about. Maybe that’s one of the reasons I keep tearing up. I don’t know. I tell them that I don’t know what it is that is wrong…or that I’m okay. I keep it all inside…I know I am probably boring you. I’m sorry if I am. But I know very well that there is more to the reason of why I am overtaken by these crying spells, and I think my parents do too. Maybe it is between what they say; maybe there is more that I think about when they utter something. I don’t know. It could make my mind jump to different things, things that make me mad or sad…but usually nothing happy. What is wrong with me?",3901
" You are very wise to ask this question. You and your boyfriend have become quite co-dependent. On the one hand, it feels great to be in love with your best friend. On the other hand, spending time exclusively together puts too much of a burden on the relationship. Further, it keeps you from groiwng out of your shyness.My advice is this: Start by getting involved in something you truly care about where there are other girls your age. Consider a service project, a sport, or a school club where people you find interesting hang out. When the focus is on a project or activity or goal instead of on each other, people get to know each other gradually and naturally.Participate fully. Share your time and your talents. You’ll find this much easier to manage than situations where you are expected to interact one on one. As you get more comfortable with people in the group, it won’t feel like such a risk to start opening up.Please don’t give up if the first try doesn’t work. You have some experimenting to do to find your natural group. You’ve missed out on doing this for almost your entire high school career. I hope you will commit to using your senior year to stretch out and explore relationships with other girls. This will prepare you for getting to know people in college or the job you have ahead.I wish you well. ","I have been dating my boyfriend since my freshman year in high school. It is almost our three year anniversary. We spend almost all of our free time together. He is like my best friend. I know that it is good that we are best friends and also partners, but I don’t really have a girl best friend that I can talk things out with. There are quite a few girls I am friendly with at school, but it’s not like I call them up to hang out during my free time. I have always been really shy and not one to talk much. My two best friends moved out of state at the start of high school, and I never really hung out with anyone else but them until I met this guy. I want to make new best friends, but it is hard for me to really open up to people until I have known them for a while. Any advice?",3902
" I am sorry that you are suffering. You asked about whether you have anxiety, OCD, depression, or an eating disorder. I cannot know with certainty. What fundamentally seems to be driving your behavior is anxiety and fear.You also seem to lack self-esteem. You are constantly worried about what other people think of you. You worry that you are “bothering people” which may indicate that you consider yourself unimportant.You are not functioning well. Your eating or sleeping patterns are unstable and you are experiencing significant mental health symptoms, all of which are disrupting your life. You need help. Receiving help at this time is especially imperative because you admitted that you are considering suicide. People often consider suicide when they feel as though they have no other option or they don’t know what to do.I would advise you to see a mental health professional. You should also have a physical evaluation by a medical professional to determine what damage your body has sustained. Undergoing those evaluations will help to determine your psychological and physical health status.Accessing professional mental health treatment is the wisest and most efficient approach to your problems. Asking for help may be difficult but force yourself to do it anyway. There are many people who have had very similar problems, received help and their life has significantly improved. If you are willing to seek professional help, then you can expect the same, positive outcome. There is a great deal of hope if you are willing to seek treatment. Please take care.","Hi I’m 15, female, 5’2 and 87. I’m completely obsessed with food. It literally rules my life. I stay up all night thinking and planning what I will eat the next day. I love making food for others but I never eat it. I find it hard to eat over 400 calories a day. I am on my feet every minute I am awake, I never sit down. I workout and exercise also. Not as much as I should. I cancel plans with my friends because I’m afraid they will make me eat or I will be confronted with food. I have constant urges to throw up but I never have. I also self harm by cutting. I cancel all plans with friends also because I hate being social. I’m a nice person, I just get nervous around other people. I hate staying the night at other peoples’ houses because I have certain routines that I do every day.",3903
